welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,test_resp.rt,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.427,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,11,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.343,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,21,1,179,l,C,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.443,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,7,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.412,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,9,1,179,H,p,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.51,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,15,1,179,F,Y,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.575,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,29,1,179,C,l,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.494,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,10,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.392,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,13,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.395,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,6,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.343,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,1,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.378,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,8,1,179,p,H,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.613,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,11,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.328,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,26,1,179,l,C,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.428,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,5,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.443,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,21,1,179,l,C,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.445,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,18,1,179,F,Y,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.393,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,16,1,179,F,Y,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.358,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,14,1,179,F,Y,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.445,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,2,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.411,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,0,1,179,p,H,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.592,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,22,1,179,l,C,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.429,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,25,1,179,C,l,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.411,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,17,1,179,F,Y,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.376,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,12,1,179,Y,F,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.428,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,7,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.561,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,24,1,179,C,l,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.612,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,20,1,179,l,C,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.41,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,27,1,179,l,C,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,0,0.378,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,28,1,179,C,l,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.444,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,4,1,179,H,p,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,m,1,0.478,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,23,1,179,C,l,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,0,0.542,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,19,1,179,Y,F,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,c,1,0.377,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,space,1.08,space,1.163,m,2,0,92,25,1,91,Y,H,C,B,,c,0.177,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,36,1,91,C,H,F,B,,c,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,31,1,91,H,l,B,E,,m,0.379,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,42,1,91,F,l,d,e,,,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,12,1,91,F,p,D,A,m,,0.21,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,37,1,91,C,H,F,B,,c,0.175,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,43,1,91,l,F,e,d,,,0.195,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,4,1,91,l,C,E,F,,,0.212,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,45,1,91,C,F,f,d,,,0.262,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,19,1,91,p,C,A,F,c,,0.262,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,5,1,91,C,l,F,E,,,0.114,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,13,1,91,F,p,D,A,m,,0.228,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,14,1,91,p,l,A,E,c,,0.141,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,26,1,91,H,F,B,D,,m,0.028,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,11,1,91,p,F,A,D,c,,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,38,1,91,Y,l,C,E,,,0.144,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,0,1,91,p,H,A,B,,,0.312,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,44,1,91,F,C,d,f,,,0.328,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,9,1,91,Y,p,C,A,m,,0.045,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,18,1,91,p,C,A,F,c,,0.362,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,10,1,91,p,F,A,D,c,,0.227,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,32,1,91,l,H,E,B,,c,0.129,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,40,1,91,Y,C,c,f,,,0.195,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,24,1,91,Y,H,C,B,,c,0.459,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,28,1,91,F,H,D,B,,c,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,27,1,91,H,F,B,D,,m,0.111,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,29,1,91,F,H,D,B,,c,0.009,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,2,1,91,Y,F,C,D,,,0.23,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,35,1,91,H,C,B,F,,m,0.179,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,41,1,91,C,Y,f,c,,,0.212,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,15,1,91,p,l,A,E,c,,0.246,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,8,1,91,Y,p,C,A,m,,0.244,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,39,1,91,l,Y,e,c,,,0.194,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,1,1,91,H,p,B,A,,,0.027,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,21,1,91,C,p,F,A,m,,0.225,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,34,1,91,H,C,B,F,,m,0.225,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,22,1,91,H,Y,B,C,,m,0.227,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,23,1,91,H,Y,B,C,,m,0.224,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,3,1,91,F,Y,D,C,,,0.093,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,17,1,91,l,p,E,A,m,,0.208,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,20,1,91,C,p,F,A,m,,0.279,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,6,1,91,p,Y,A,C,c,,0.144,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,30,1,91,H,l,B,E,,m,0.213,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,16,1,91,l,p,E,A,m,,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,33,1,91,l,H,E,B,,c,0.044,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,7,1,91,p,Y,A,C,c,,0.276,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,5,1,91,C,l,F,E,,,0.163,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,20,1,91,C,p,F,A,m,,0.03,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,19,1,91,p,C,A,F,c,,0.211,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,2,1,91,Y,F,C,D,,,0.143,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,3,1,91,F,Y,D,C,,,0.195,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,27,1,91,H,F,B,D,,m,0.161,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,35,1,91,H,C,B,F,,m,0.226,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,16,1,91,l,p,E,A,m,,0.244,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,31,1,91,H,l,B,E,,m,0.078,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,42,1,91,F,l,d,e,,,0.23,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,6,1,91,p,Y,A,C,c,,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,37,1,91,C,H,F,B,,c,0.03,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,45,1,91,C,F,f,d,,,0.027,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,25,1,91,Y,H,C,B,,c,0.195,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,40,1,91,Y,C,c,f,,,0.193,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,33,1,91,l,H,E,B,,c,0.277,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,1,1,91,H,p,B,A,,,0.143,,
,,,,,,,,,,,,,,,,,,2019-05-23_22h01.24.188,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,,,,,,,,,,,,,,,,,m,2,0,92,17,1,91,l,p,E,A,m,,0.213,,
